texto,fonte,source_url,veredito,data,image_url,tags
"Eleitora diz que votaram em seu lugar nas eleições de 2022, quando estava fora do país.",Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-tse-contabilizou-voto-eleitora-ausente-2022/,FALSO,2026-01-16 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQioBcwD_3vB-l3eQK_KR5uOUWMfqS02YqWfMpwi-p3pFruXL7a,"['Eleitor', 'Eleição', '2022', 'Eleições presidenciais brasileiras, 2022']"
Mulher que mora nos EUA descobriu registro de voto nas eleições de 2022 no Brasil,Estadão,https://www.estadao.com.br/estadao-verifica/mulher-que-mora-nos-eua-tem-registro-de-voto-em-2022-enganoso/,FALSO,2026-01-13 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRGEBg2exVNS_Fu-E0xdXJWFsG4DecClLCA6lBA5-JS0GRk8QlV,"['Votação', 'Eleição', 'Estados Unidos', 'Eleições presidenciais brasileiras, 2022', '2022', 'Brasil', 'Eleições gerais brasileiras, 2022']"
Flávio Bolsonaro assume liderança em pesquisa sobre eleições de 2026,AFP Checamos,https://checamos.afp.com/doc.afp.com.89PM7T3,FALSO,2026-01-05 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9VJaZL7yrIZ0cpBZ3sZ557suH0W1iHe_8FF_fd86m5s2bZXF-,"['Flávio Bolsonaro', 'Eleição', '2026', 'Pesquisa', 'Liderança']"
Publicar esta foto onde está a líder da oposição junto al Presidente eleito Edmundo González que estão em Oslo é uma honra.,Observador,https://observador.pt/factchecks/fact-check-fotografia-mostra-maria-corina-machado-com-edmundo-gonzalez-no-grand-hotel-de-oslo/,FALSO,2025-12-29 08:00:00,,"['Edmundo González Urrutia', 'Oslo', 'Fotografia', 'Eleição', 'presidente eleito', 'Presidente', 'Líder da Oposição', 'Oposição', 'Honra', 'Liderança']"
Lula promete que não vai mais enganar o povo se for eleito novamente,AFP Checamos,https://checamos.afp.com/doc.afp.com.88VA6T3,FALSO,2025-12-22 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT56iOQkgI4LydByvdOAso0xNwvNCCn3wYW2DqOTtcIzAQWE2nn,"['Luiz Inácio Lula da Silva', 'O Povo', 'Eleição']"
"Lula promete que, se for eleito de novo, 'não vai enganar o povo mais uma vez'",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/12/19/frase-de-lula-sobre-nao-enganar-o-povo-era-sobre-frente-ampla-em-2020.htm,FALSO,2025-12-19 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQW2ko52xuunFtil0okh9fFGkZoYEQKHZ0K6HhNZgmh0rv4HIwf,"['Luiz Inácio Lula da Silva', 'O Povo', 'Eleição']"
Lula perdeu todas as eleições com votação manual e nunca perdeu eleição com urna eletrônica,AFP Checamos,https://checamos.afp.com/doc.afp.com.88868T3,FALSO,2025-12-15 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPx91vlwuNv1FS1LQFgYoKlst6XbPJyqt1S6uQUczFCfzGI_0s,"['Luiz Inácio Lula da Silva', 'Eleição', 'Votação', 'Urna eleitoral', 'Máquina de votação', 'Eletrônica']"
Vídeo mostra Luciano Hang comemorando indicação de Flávio Bolsonaro para disputar eleição presidencial de 2026,Aos Fatos,https://www.aosfatos.org/noticias/video-celebracao-luciano-hang-2018-nao-apos-bolsonaro-indicar-flavio-presidencia/,FALSO,2025-12-09 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSOvOb9hjPuPe1EG--wiB-J3x2_DaxN7VzbcNJvfTRTq5RASUCV,"['Jair Bolsonaro', 'Flávio Bolsonaro', 'Luciano Hang', 'Presidente', 'Eleição', 'Eleições presidenciais', 'Vídeo', '2026']"
Lula perdeu todas as eleições feitas com cédulas de papel e venceu todas após as urnas eletrônicas,Aos Fatos,https://www.aosfatos.org/noticias/falso-que-lula-so-venceu-eleicoes-apos-urnas-eletronicas/,FALSO,2025-12-09 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRe5e01nS8_OJfem_RbqwCjJv7y3lPetCtiTa6iWoWPz3OyEiZ8,"['Luiz Inácio Lula da Silva', 'Urna eleitoral', 'Eleição', 'Urna eletrônica', 'Papel', 'Cédula eleitoral']"
"Sylvester Stallone decidiu deixar Nova Iorque, cidade onde viveu por cerca de 40 anos, devido ao que ele chama de ""degradação urbana"" e ""transformações sociais e políticas"" recentes que tornaram o ambiente incompatível com os seus valores.",Observador,https://observador.pt/factchecks/apos-a-eleicao-de-mamdani-stallone-anuncia-que-vai-deixar-nova-iorque-devido-ao-ambiente-incompativel-com-os-seus-valores/,FALSO,2025-11-24 08:00:00,,"['Sylvester Stallone', 'Nova Iorque', 'Política', 'Cidade', 'Ano']"
Senador Jaques Wagner propõe adiar a eleição de 2026,AFP Checamos,https://checamos.afp.com/doc.afp.com.78EF2CR,FALSO,2025-10-10 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTqyPLLNztVlt6SfYvVIyOq_Eg3ll2ujGOwT7pKi1SMJX88-idK,"['Jaques Wagner', 'Eleição', '2026', 'Senado Federal do Brasil']"
"O mundo já percebeu a ditadura do governo Lula. Por 23 votos a 3, o Brasil perdeu a vaga na eleição para a Comissão de Direitos Humanos da OEA",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/10/enganoso-brasil-derrota-comissa-direitos-humanos-oea.htm,FALSO,2025-10-10 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTLfiuO--rwugd4Qck1nYCVPoMQWLj8XpwzdPnAGZrHpiXeX_8s,"['Organização dos Estados Americanos', 'Brasil', 'Eleição', 'Comissão Interamericana de Direitos Humanos', 'Direitos humanos', 'Votação', 'Luiz Inácio Lula da Silva', 'Ditadura militar no Brasil', 'Mundo']"
"Líder do governo no Senado, Jaques Wagner propõe adiar eleições de 2026",Estadão,https://www.estadao.com.br/estadao-verifica/jaques-wagner-propoe-adiar-eleicao-2026-enganoso/,FALSO,2025-10-07 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQuJGyDkxRw9jnQjypD8wNXsQAmKhDPPktD8dJIbp7PPmNUJRF8,"['Jaques Wagner', 'Eleição', 'Chefe de governo', 'Senado Federal do Brasil', 'Governo']"
Não existe anistia criminal sem anistia eleitoral. A nossa Constituição é muito clara.,Aos Fatos,https://www.aosfatos.org/noticias/7-de-setembro-liderancas-bolsonaristas-desinformam-processo-stf-anistia-e-adelio/,FALSO,2025-09-08 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSVVpp83Y8plYGCglzxRHie9VCY86kJ3qFGWeZOX8e3VZAEenkD,"['Anistia', 'Eleição', 'Crime', 'Constituição']"
"Lula defende menos eleições, em sinal de que não deixará o poder",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-distorce-fala-de-lula-para-atribuir-a-ele-ataque-a-democracia/,FALSO,2025-07-24 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR_kDkl7V0AgsiZsCh_71Fp_oW_GJqe__6E59LidJbo0R52p4k4,"['Luiz Inácio Lula da Silva', 'Eleição', 'Poder']"
"TSE determina retotalização de votos das eleições de 2022, o que fere a democracia brasileira",Estadão,https://www.estadao.com.br/estadao-verifica/retotalizacao-de-votos-fere-democracia-troca-presidente-enganoso/,FALSO,2025-06-06 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSk599p-h5icMyNFFyRA4t3uW3hw8G7VzI7uNvrtKK31J9hh5HM,"['Eleição', 'Votação', 'Tribunal Superior Eleitoral', 'Democracia', 'Eleições presidenciais brasileiras, 2022', '2022', 'Brasil']"
"AGORA: No Obelisco, milhares de argentinos comemoram a condenação da esquerdista Cristina Kirchner",AFP Checamos,https://checamos.afp.com/doc.afp.com.623Z7NP,FALSO,2025-06-12 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRP_FHteFQksQx5I1hgm86sP6CsRqlPmTzFhP4SxCPbECMkFSaU,"['Cristina Kirchner', 'Argentina', 'Sentença', 'Obelisco', 'Esquerda']"
O sistema já sabia quem seria o novo líder religioso do catolicismo através do seriado Os Simpsons.,Observador,https://observador.pt/factchecks/fact-check-os-simpsons-previram-a-eleicao-de-robert-prevost-como-papa-leao-xiv/,FALSO,2025-05-21 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Os Simpsons', 'Programa de televisão', 'Sistema', 'Catolicismo', 'Religião']"
Bolsonaro confessou: Lula foi preso em 2018 para eu vencer as eleições,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/03/22/bolsonaro-nao-disse-que-so-venceu-eleicao-porque-lula-foi-preso.htm,FALSO,2025-03-22 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV-NdFfqw7XIQ89FcdFGq3hcO7-7b_bcW99bLS2VwSs3ImpnFr,"['Luiz Inácio Lula da Silva', 'Jair Bolsonaro', 'Eleição', 'Prisão', '2018']"
"Após eleição Trump, Houthis declaram cessar fogo em Israel.",Observador,https://observador.pt/factchecks/fact-check-rebeldes-houthis-declararam-cessar-fogo-contra-israel-apos-vitoria-de-trump/,FALSO,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Hutis', 'Cessar-fogo', 'Israel', 'Donald Trump', 'Eleição']"
Kamala Harris forjou ligação com eleitores,Estadão,https://www.estadao.com.br/estadao-verifica/kamala-fingiu-conversa-telefone-eleitor-enganoso/,FALSO,2024-11-06 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRl8J2E8znEQxWYYVg4JKQLETE3_w7nh5mz_lKJ_o0zJouAPh7U,"['Kamala Harris', 'Eleição']"
Guga Chacra chora ao vivo ao ver Donald Trump sendo eleito nos Estados Unidos,Estadão,https://www.estadao.com.br/estadao-verifica/guga-chacra-chora-eleicao-eua-trump-enganoso/,FALSO,2024-11-06 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQsso81WFaoeAVyaZ0FNMSN-XB9ENqG5X5MfLk-YNejYOWOk0gt,"['Guga Chacra', 'Donald Trump', 'Eleição', 'Estados Unidos']"
Vídeo mostra Jimmy Carter votando acamado nas eleições de 2024,AFP Checamos,https://checamos.afp.com/doc.afp.com.36KJ9AA,FALSO,2024-10-21 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSP3DABTLrJIWptndipIBHxFYjfetUCx1jTjSX0wuFKUxsefM2C,"['Jimmy Carter', 'Eleição', '2024', 'Vídeo']"
Musk aumentou patrimônio em 100 vezes com vitória de Trump nos EUA,Estadão,https://www.estadao.com.br/estadao-verifica/musk-100-vezes-fortuna-eleicao-trump-enganoso/,FALSO,2024-11-12 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTRkFQQ7XCCEb-nB6obulR-I24IdIsAkv3oCQ7ScuPi8bg_w5T,"['Elon Musk', 'Donald Trump', 'Estados Unidos', 'Patrimônio']"
Silvio Almeida gravou vídeo pedindo votos para Boulos na eleição municipal de 2024,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-silvio-almeida-pedindo-voto-em-boulos-eleicoes-2024/,FALSO,2024-10-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk-Uz6b5U5bqYETq3kqUWnlNFSgIlhwwfhV5WeODXfestt52_w,"['Guilherme Boulos', 'Silvio Luiz de Almeida', 'Eleição', 'Votação', 'Eleições municipais no Brasil em 2024', 'Eleição municipal', 'Vídeo', '2024']"
Apagão foi proposital para alavancar a campanha de Guilherme Boulos (PSOL) nas eleições municipais,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/10/18/saiba-o-papel-da-enel-e-de-cada-ente-da-federacao-na-crise-de-energia-em-sp.htm,FALSO,2024-10-18 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTotf3P-86Hspcf0F_CAy-fat1VCTmJfLsPrXYNOdXo8UMJ0lqd,"['Apagão', 'Eleição', 'Guilherme Boulos', 'Partido Socialismo e Liberdade']"
O PT venceu em 46 prefeituras no primeiro turno das eleições de 2024,AFP Checamos,https://checamos.afp.com/doc.afp.com.36K39D8,FALSO,2024-10-14 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQZfl_UmhaixSF7GgImMZa5RNw7IRrtyNYPFu_cA6mMcLJUbYL1,"['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Eleição', 'Eleições municipais no Brasil em 2024', '2024', 'Prefeito no Brasil']"
PT teria conquistado 46 prefeituras no primeiro turno das eleições de 2024,Metrópoles,https://www.metropoles.com/projeto-comprova/pt-conquistou-248-prefeituras-em-2024-e-nao-46-como-alega-post,FALSO,2024-10-11 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRSv_HI1GHx6L6rr3CBwUS7BHV3pMsw59aZiRUH0rSJV46pn0po,"['Partido dos Trabalhadores', 'Eleição', 'Partido dos Trabalhadores', 'Prefeito no Brasil', '2024', 'Eleições municipais no Brasil em 2024']"
Captura de tela confirma fraude nas eleições de 2022,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/post-usa-captura-de-tela-fora-de-contexto-para-alegar-que-houve-fraude-nas-eleicoes-de-2022/,FALSO,2024-10-11 07:00:00,,"['Eleição', 'Eleições presidenciais brasileiras, 2022', '2022', 'Fraude', 'Captura de tela', 'Display']"
"Sistema eleitoral brasileiro é uma farsa, diz deputado em vídeo removido",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-de-2010-descredibilizando-as-urnas-sem-provas-volta-a-circular-como-se-fosse-atual/,FALSO,2024-10-06 07:00:00,,"['Eleição', 'Sistema eleitoral do Brasil', 'Deputado', 'Vídeo']"
Áudio vazado daPolícia Militar caracteriza uma ocorrência num comício de Pablo Marçal como 'tentativa de homicídio' contra o candidato,Estadão,https://www.estadao.com.br/estadao-verifica/pablo-marcal-tentativa-homicidio-comicio-enganoso/,FALSO,2024-09-10 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQHQHJvV787R4GG-wQljsuHWbg6Cnj-VUEB2OroUfTvUmRMH_CS,"['Pablo Marçal', 'Tentativa de assassinato', 'Homicídio', 'Tentativa de crime', 'Candidato', 'Eleição']"
O Tribunal Eleitoral rejeitou o processo de inelegibilidade de Bolsonaro e ele voltará em 2026.,Estadão,https://www.estadao.com.br/estadao-verifica/trecho-de-julgamento-de-bolsonaro-circula-sem-contexto-acao-nao-impacta-inelegibilidade/,FALSO,2024-09-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQVV0WXOWNfazBDgumicRIpa3YXMAU574IeIPx0YkdD8ptK3p2c,"['Jair Bolsonaro', 'Inelegibilidade', 'Tribunal Superior Eleitoral', 'Eleição', 'Inelegibilidade de Jair Bolsonaro', 'Tribunal', 'Processo judicial']"
"Trump alerta sobre lockdowns, fraude eleitoral e varíola dos macacos",AFP Checamos,https://checamos.afp.com/doc.afp.com.36EN9MM,FALSO,2024-08-26 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFZCQeKVFbEZgkvVx7UcjUy8q3Llh3Bfrxmq1fxD0btLQrufl6,"['Donald Trump', 'Fraude eleitoral', 'Eleição', 'Mpox', 'Fraude', 'Vírus da varíola', 'Confinamento', 'Macaco']"
Lula confessa que gastou 60 bilhões comprando votos nas eleições de 2022,AFP Checamos,https://checamos.afp.com/doc.afp.com.36E742V,FALSO,2024-08-12 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe5i9Yqdni-b2Rzn853HUqjvYMOOxFetNTqZKgNLuf88gYbeiO,"['Luiz Inácio Lula da Silva', 'Eleição', 'Votação', 'Eleições presidenciais brasileiras, 2022', 'Um bilhão', '2022']"
Lula disse que comprou votos para vencer as eleições de 2022,Estadão,https://www.estadao.com.br/estadao-verifica/lula-conta-como-comprou-todos-eleicao-2022/,FALSO,2024-08-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFrR-pMmEKflhG4e77ng6ofrmUvX8Iwf1aMcMJsN_aFdOZYJBL,"['Luiz Inácio Lula da Silva', 'Eleição', 'Votação', '2022', 'Eleições presidenciais brasileiras, 2022']"
Lula confessou que gastou US$ 60 bilhões para comprar votos e vencer as eleições,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-confessou-60-bilhoes-compra-de-votos/,FALSO,2024-08-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa-5EWKOpYehYw-SR6PCu0ErEf4zY8-BqA6vTaUAd-OzZraXiF,"['Luiz Inácio Lula da Silva', 'Votação', 'Eleição', 'Estados Unidos']"
"Declarações de Lula, como a de que ele só foi eleito porque os nordestinos analfabetos votaram nele",Estadão,https://www.estadao.com.br/estadao-verifica/declaracoes-lula-fora-de-contexto/,FALSO,2024-08-02 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTYQlylVyFj8p5IgOo7tLTCotgdy0N-jTIQbuDnGuQYD-5KFHWc,"['Luiz Inácio Lula da Silva', 'Eleição', 'Região Nordeste do Brasil']"
Venezuelanos orando nas ruas contra a vitória de Nicolás Maduro na eleição presidencial,Aos Fatos,https://www.aosfatos.org/noticias/falso-video-venezuelanos-orando-contra-maduro/,FALSO,2024-07-31 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcROk_AyKzwtGopOiAAZlpLv9BB2ev1-xgK7UAq6rVC9OMJ1McjK,"['Nicolás Maduro', 'Venezuela', 'Oração', 'Rua', 'Eleição', 'Presidente', 'Eleições presidenciais']"
Vídeo mostra motociata a favor de Maduro após eleição presidencial de 2024,Aos Fatos,https://www.aosfatos.org/noticias/motociata-maduro-antes-eleicao-venezuela/,FALSO,2024-07-31 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpk8JyREN3CiBrTMahKISlnHRf3BsyM_rvjz0h5tGPZKvBHVgo,"['Nicolás Maduro', 'Eleição', 'Eleições presidenciais', 'Presidente', 'Eleição presidencial nos Estados Unidos em 2024', '2024', 'Vídeo']"
Funcionário do sistema eleitoral da Venezuela publicou foto que mostra derrota de Maduro,Estadão,https://www.estadao.com.br/estadao-verifica/foto-graficos-derrota-maduro-funcionario-enganoso/,FALSO,2024-07-30 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQWgYxsZWfXl7xV5F9GyuHSQRPNFfRXE_SNaSf5p4MzMWleXEU3,"['Nicolás Maduro', 'Venezuela', 'Eleição', 'Funcionário', 'Fotografia', 'Sistema eleitoral do Brasil']"
"Antes de perder as eleições, eu aprovei uma lei que quase ninguém conhece, que é para o povo recuperar tudo que perdeu nas casas de aposta. Tem algumas pessoas ensinando como que faz para recuperar o dinheiro perdido. Para você saber como é, basta clicar em saiba mais",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/06/20/bolsonaro-nao-disse-ter-aprovado-lei-para-devolucao-do-dinheiro-de-apostas.htm,FALSO,2024-06-20 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTNq3gL2xAKVP0VUxzo4u87pWNjvTr1EpMeopD8KHeaaqPfZVOB,"['Lei', 'Dinheiro', 'Eleição', 'Casa de apostas', 'aposta']"
"Luís Roberto Barroso disse que ""eleição não se vence, se toma"".",Estadão,https://www.estadao.com.br/estadao-verifica/barroso-eleicao-nao-se-ganha-se-toma-enganoso/,FALSO,2024-05-02 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQF3XiAcEsOzX0h5DvfH-nRZPAAoA335SqNIDk0WNJjm8k83giW,"['Luís Roberto Barroso', 'Eleição']"
"Ministro do STF Luís Roberto Barroso diz que ""eleição não se vence, se toma"".",UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/05/02/barroso-reproduzia-relato-de-senador-quando-falou-sobre-eleicao-em-roraima.htm,FALSO,2024-05-02 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTRM2Goca2YheKRKuvhaTOxqKeqxCQs_UVpWASN5ldEKDBiuLQv,"['Luís Roberto Barroso', 'Eleição', 'Ministro do Supremo Tribunal Federal do Brasil']"
Jornalistas falam que Bolsonaro ganhou e STF colocou o Lula na presidência,AFP Checamos,https://checamos.afp.com/doc.afp.com.34RX3NC,FALSO,2024-05-16 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQunHPH1uuipkX0SgdaEtI-VqVS0QOshP5_bJv2KMZyvLCZSnhV,"['Jair Bolsonaro', 'Jornalista', 'Luiz Inácio Lula da Silva', 'Supremo Tribunal Federal', 'Presidente do Brasil']"
"O PCP defende saída de Portugal do Euro e da União Europeia? ""O senhor deputado André Ventura vai ter de ler melhor o nosso programa eleitoral para tirar as conclusões.""",Observador,https://observador.pt/factchecks/fact-check-pcp-defende-saida-do-euro-e-da-uniao-europeia/,FALSO,2024-02-10 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTOZTy-5T_NG-YF6cirt1_co7gO38gYwv1P_tEmuJdN6GwVnKqx,"['Partido Comunista Português', 'União Europeia', 'André Ventura', 'Europa', 'Portugal', 'Deputado', 'Eleição']"
Klaus Schwab diz que a IA vai substituir os processos eleitorais,AFP Checamos,https://checamos.afp.com/doc.afp.com.34HJ364,FALSO,2024-02-02 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTD3FrTwXzxmbFAngVZwpr2Pu-ZSQvFcr3ZmB2uyDBuX7gEIDWR,"['Klaus Schwab', 'Inteligência artificial', 'Eleição']"
